tweet_id,text,in_response_to_tweet_id
2028409,"@599841 Hey Andrew, the calvary's here! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",2028410.0
2028416,"@599844 Hey Laura, that's not cool! Can you DM us your account's email address and username? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",2028417.0
2028514,"@599876 Hi Jena! We'd like to know more about what's happening. Can you tell us your device, OS, and Spotify version? We'll see what we can do /NH",2028515.0
2028537,@599882 Hi there. Thanks for the feedback. We'll be sure to let the right team know. You can also voice out your idea at https://t.co/rtDvYZOF32 /XF,2028538.0
2028552,"@208076 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DF",2028553.0
2028593,"@599895 Hey Robert, this doesn't sound good! Could you send us a DM with your account's username or email address? We'll take a look backstage /DB https://t.co/ldFdZRiNAt",2028594.0
2028655,@599917 Hey Michelle! Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists 🙂 /PX,2028656.0
2028675,@599922 Hey Melissa! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. What country is your account set to? /LS,2028677.0
2028678,"@599922 Thanks for the info. We'd love to have it available everywhere, but we have some info about Spotify content at https://t.co/MEjmIRL2eB /RI",2028676.0
2028711,"@236870 Hey! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /GU",2028712.0
2028713,@599933 Hi Brittany! Pre-sale codes are being sent out by email to some of Blake Shelton's biggest fans on Spotify. Hopefully you're one of them /JP,2028714.0
2028723,"@142355 Hey Emma, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /TR",2028724.0
2028725,@599936 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /DF,2028726.0
2028743,"@599942 Hey Andre, help's here! We don't offer phone support, but we'll help out here at Twitter. Can you DM us your account's email address? /AR https://t.co/ldFdZRiNAt",2028744.0
2028840,@599966 Hi there! We've sent a reply over. Let's carry on chatting there 🙂 /LP,2028841.0
2028842,@599967 Hi there! Apologies for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /CP,2028843.0
2029001,"@600019 Hey, help's arrived! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",2029002.0
2029056,"@600033 Hey, help's arrived! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",2029057.0
2029065,"@600036 Hey Marie, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",2029066.0
2029138,"@600061 Hey Tani! Don't worry, help's here. Can you DM us the email addresses or usernames of all your accounts? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",2029139.0
2029143,"@600063 Hey! We're afraid this isn't possible yet, but you can show your support for the same idea in our Community: https://t.co/YbSHEKRk7m /RA",2029144.0
2029192,@600080 Hey! The student discount isn't currently available for high school students. Add your vote for the idea at https://t.co/B79Dww7rFK.,2029193.0
1641057,@501687 2: You can learn more about it here: https://t.co/JTYY2fCeM3. Let us know if there's anything else you'd like us to check out 🙂 /YM,276542.0
2029194,"@600080 2: To help make PayPal a payment option for the student discount, there's also an idea you can support here: https://t.co/fj7WYx15ur /AR",2029193.0
2029219,"@600089 Hey there! We’d love to have all of her stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /AR",2029220.0
2029241,@600097 Hey! Help's arrived. Can you DM us your account's email address or username? We'll take a look backstage /DD https://t.co/ldFdZRiNAt,2029242.0
2029250,@600100 Hey Shawnie! Could you send us a DM with your account's email address? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,2029251.0
2029252,@600101 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,2029253.0
1757272,@529089 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,1757271.0
2029407,@600125 Hey! Sorry to hear that. See the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /RA,2029408.0
2029433,"@600134 Hi Chris. Don't worry, help's here. Can you DM us your username or email address so we can take a look? /JU https://t.co/ldFdZRiNAt",2029434.0
2029459,@522139 Hey there! Help's here. Can you DM us any email addresses or usernames you might've used on your account? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,2029460.0
2029473,"@600147 HI! We're afraid we can't offer discounts, but we always offer trials or deals for Premium. There's more info at https://t.co/1iF7T0iEU2 /DF",2029474.0
2029650,"@600191 Hi Andhika, help's here! Could you DM us your email address and username? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",2029651.0
2029675,"@600197 Hey Francisco! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH",2029676.0
2029706,"@489670 Hey, help's here! Can you DM us your account's email, and let us know what's going on? We'll take a look /RB https://t.co/ldFdZRiNAt",2029709.0
2029710,@600207 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,2029711.0
2029818,"@600243 Hey Jose! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /LO",2029819.0
2029841,"@600252 Hey Emil, we've come to the rescue! Could you DM us your account's email address or username? We'll check behind the scenes /RE https://t.co/ldFdZRiNAt",2029842.0
2029845,"@600254 Hi there, that doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /AK https://t.co/ldFdZRiNAt",2029846.0
2029889,"@600265 Hey Abram! That feature's not available at the moment, but you can add your vote here: https://t.co/248j19QkbF to help make it happen /KT",2029892.0
2029891,"@600265 We don't have any info on this right now, but we'll be sure to let the right team know. We suggest keeping an eye out for future updates /XF",2029889.0
2029931,@600277 Hi Jonno! Could you restart your PC into Safe Mode and try to install Spotify again? Just follow the steps here: https://t.co/lot9ABJbH1 /NY,2029932.0
2030028,"@600301 Hey there! This isn't possible right now, but you can vote for the idea and help make it happen here: https://t.co/iQadmEYxvs /GK",2030029.0
2030047,"@600305 Hey there! Fingers crossed we'll be able to have it soon, but there's more info about Spotify content here: https://t.co/0i8GpimuDa /CH",2030048.0
2030062,"@600310 Hey! Don't worry, we can help. Can you DM us your account's email address? We'll check under the hood and see what we can suggest /NY https://t.co/ldFdZRiNAt",2030063.0
2030121,@600326 Hey! Help's here. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt,2030122.0
2030149,"@600335 Hi Augie, help's here! Can you fire over your account's email address via DM? We'll check under the hood /NY https://t.co/ldFdZRiNAt",2030150.0
2030222,"@600352 Hey Daniel. What's happening exactly? Can you also let us know the device, operating system, and Spotify version you're on? /AY",2030223.0
2030274,"@600371 Hey Harry, help's here. Could you fire over your accounts' email addresses or usernames via DM? We'll take a look backstage /AY https://t.co/ldFdZRiNAt",2030275.0
2030334,"@600388 Hey Jacob! Can you DM us your artist profile Spotify URI, and the email address you used to apply? We'll chase this up /K https://t.co/ldFdZRiNAt",2030335.0
2030336,"@600389 Hey Tom! Can you DM us the artist Spotify URI's, and the email address you used to apply? We'll chase this up /K https://t.co/ldFdZRiNAt",2030337.0
2030352,"@600395 Hey! Can you DM us your artist Spotify URI, and the email address you used to apply? We'll chase this up /K https://t.co/ldFdZRiNAt",2030353.0
2030375,@600403 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,2030376.0
2030402,"@600409 Hi! We appreciate your feedback. Rest assured, you won't get any suggested tracks when you're on Premium. Hope this info helps /GK",2030403.0
2030539,"@489528 Hey Molly! Could you let us know what device, operating system, and version of Spotify you're using? We'll see what we can suggest /JT",2030541.0
2030542,"@489528 Thanks! What happens exactly when you try to use the app over WiFi? Also, does the same issue happen when you connect via 3/4G? /JT",2030540.0
2030544,@489528 Do you notice the same thing happening to your other apps? Try restarting your device by holding Home + Lock for 10 seconds. Any better? /JT,2030543.0
2030571,@600448 Hey! We hope you don't mind us replying in English. Can you DM us your account's email address? We'll check backstage /LW https://t.co/ldFdZRiNAt,2030572.0
2030602,@600460 Hey! Thanks for the idea. We'll be sure to let our team know it's something you'd like to see /CB,2030604.0
2030748,"@600496 Hey, help's here. Can you let us know your device's make/model as well as the exact operating system and Spotify version you're using? /AY",2030749.0
2030757,"@600499 Hey Dita! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /AY",2030759.0
2030760,@600499 Thanks. It'd be great if you could DM us your account's email address or username? We'll take a look under the hood /AY https://t.co/ldFdZRiNAt,2030758.0
2030765,"@600501 Hey! No worries, we'll help out. Can you let us know your account's email address via DM? We'll check backstage /NY https://t.co/ldFdZRiNAt",2030766.0
2030769,"@122338 Sorry to hear that you feel that way. We'd love to have all music available, but we have info about content at https://t.co/0i8GpimuDa /MU",2030770.0
2030779,"@600505 Hi! We don't have any updates on this yet. Don't worry, we'll pass this on to the right team. Let us know if you have other questions /GK",2030780.0
2030790,@600508 Hey there. We suggest deleting your public post as it contains private info. Could you DM it to us instead? /AY https://t.co/ldFdZRiNAt,2030791.0
2030852,"@600520 Hey, help's here. Could you send us a DM with your account's email address or username? We'll take a look behind the scenes /AY https://t.co/ldFdZRiNAt",2030853.0
2030965,"@600552 @147836 @69294 Hey! Thanks for letting us know that you'd like to see this in the future. We don't have any info right now, but we'll let our devs know /J",2030966.0
2030977,"@600557 Hey Alyssa! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NY",2030978.0
2030998,@600564 Hi there! We have some useful info here: https://t.co/fI2NF40484. You can also check this out: https://t.co/d4d2bNBxus. Hope this helps /NY,2030999.0
424569,@216046 1: Hi Jesper! We don't officially support proxy settings. You can use an automatic connection instead. You may also contact your network...,424568.0
2031065,@600577 Hi Ilya! Help's here. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt,2031066.0
2031076,@147346 Hey. Sorry to hear this has happened again. Our tech team are still on the case as we speak. We'll pass on an update once we have one /K,2031077.0
2031189,@600606 2: You can find a payment method that works for you at https://t.co/xbU7d8wpTJ. We'll make sure your feedback is passed on to the team /MU,2031190.0
2031327,@600646 @117153 Olá! Acabamos de responder a sua DM. Poderia dar uma olhada lá? /MW,2031328.0
2031340,"@600652 Hey Tom, we can see how that’d be useful! You can vote for the official idea here: https://t.co/wdmusGTVLc. Stay awesome /KL",2031341.0
2031445,"@600683 Hey, sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /NY",2031446.0
2031623,@600742 Hey Pete! We're here to help. Can you DM us your account's email address and that of your wife? We'll take a look backstage /KT https://t.co/ldFdZRiNAt,2031624.0
2031691,@441971 Hi Holly! We're here to help. Can you DM us your account's username or email address? We'll take a look backstage /CP https://t.co/ldFdZRiNAt,2031692.0
2031693,"@600761 Hi Alfin, help's here! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt",8235.0
2031715,@600768 Hi Danielle! That doesn't sound good. Could you DM us your account's email address and a screenshot of the error message you're getting? /AU https://t.co/ldFdZRiNAt,2031716.0
2031717,@600769 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,2031718.0
2031772,"@600791 Hi! We don't have any info on this, but we're launching in new countries as often as possible. Add your email at https://t.co/X8DVSX9QgM /RE",2031773.0
2031774,"@600792 Hey Mikkel, help's here! Could you DM us your account's email address or username? Don't forget to fire over your friend's info as well /JE https://t.co/ldFdZRiNAt",2031775.0
2031785,"@600796 Hi Matheus, help's here! Can you DM us your account's email address along with a link to the playlist you're referring to? /RR https://t.co/ldFdZRiNAt",2031786.0
2031830,"@600807 Hi, help's here. We suggest deleting your tweet as it contains private info. Let's continue via DM instead /CO https://t.co/ldFdZRiNAt",2031831.0
2031832,"@600808 Hey Marco, help's here. Could you send us a DM with your account's email address or username? We'll take a look backstage /AY https://t.co/ldFdZRiNAt",2031833.0
2031836,"@600810 Hey Katie, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE https://t.co/ldFdZRiNAt",2031837.0
2031845,"@600817 Hey there! We’d love to have all of her stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK",2031846.0
2031851,@600819 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,2031853.0
2031919,"@600842 Hi Ben, that doesn't sound good. Can you try using a different browser or an incognito/private browsing window to see if that helps? /NY",2031920.0
2031923,@600844 Hi Joan! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,8242.0
2031935,@600845 1: Hey Matteo! Sorry you feel that way. We'll make sure to pass your feedback on to the right team. Hopefully it'll be updated soon. We'd...,2031936.0
2031938,"@600846 Hey, help's here! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",2031939.0
2031956,@600854 Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,2031957.0
2031966,"@600857 Hey Tim, help's here! Do you get an error message when logging in? Also, can you DM us your account's email address? /SJ https://t.co/ldFdZRiNAt",2031967.0
2031968,"@435643 Hi Michael. We're sorry you feel that way. We appreciate your feedback on this, and we'll be sure to pass it on to the right folks /LM",2031969.0
2032020,"@600875 Hey, that doesn't sound good. Can you let us know the device you're using, its operating system, and Spotify version? We'll check it out /NY",2032021.0
2032035,"@600878 Hey Yogo, help's here! We'd suggest deleting your previous tweet as it contains private info. Could you DM it to us instead? /GU https://t.co/ldFdZRiNAt",2032036.0
2032050,"@600884 Hey, that sounds cool! Can you tell us more about it? Feel free to send it via DM if you feel the need for it /JM https://t.co/ldFdZRiNAt",2032051.0
2032052,"@436131 @117153 Hey Jaakko, we're happy to help! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt",2032054.0
2032055,"@436131 Awesome, thanks for letting us know. Give us a shout if you need us again. For now, enjoy the music! https://t.co/SkdXv2BhCb 🎶 /GT",2032053.0
2031937,"@600845 2: suggest enabling automatic downloads to get the latest update once it's released: https://t.co/vHqjftXuQ0. Any questions, let us know /MC",2031936.0
2032057,"@600845 We're afraid we don't have any more info to share about this right now. Don't worry, we've given the relevant folks a nudge on this /MC",2032056.0
2032070,@600888 Hey there! We’ve got loads of info on this here: https://t.co/LBAqXROzxj. Let us know if there’s anything else we can help you with /JP,2032071.0
2032195,"@600926 Hey! Don't worry, you can use the same account when joining a Premium for Family plan. More info at https://t.co/LESfq9LesY /CO",2032196.0
2032227,"@600933 Hi! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs53efU if you haven't had a subscription before /GT",2032228.0
2032229,@600934 Hi there. Pre-sale codes are being sent out by email to some of dvsn's biggest fans on Spotify. Hopefully you're one of them! /LP,2032230.0
2032247,"@600941 Hi Rafail! Yes, we can help you with that. Can you DM us your account's username or email address? We'll take a look under the hood /CP https://t.co/ldFdZRiNAt",2032248.0
2032389,"@168161 1: Hi Justin! Sorry you feel that way. We'll make sure to pass your thoughts on to the team. Hopefully, it'll be updated soon. We'd... /AU",2032390.0
2032391,"@168161 2: suggest enabling automatic downloads to get the latest update once it's released: https://t.co/vHqjftXuQ0. Any questions, let us know /AU",2032390.0
2032402,"@600991 Hey Vincent, that's not cool! Can you send us your account's username or email address via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",2032403.0
2032479,@601014 Hey there! That's not cool. Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt,2032480.0
2032669,"@601072 Hey Alvaro! That'd be awesome, but it only works with music. We'll let the right team know it's something you'd like to see 😉 /CO",2032670.0
2032675,"@276104 Hey! Thanks for the kind words, Jeremiah. We wish you all the best with the start of your Spotify journey 😊 https://t.co/0CfZOfIwgn",2032676.0
2032677,@601073 Hey there! We’ve recently made improvements to our shuffle algorithm. You can send your feedback here: https://t.co/T3vZnSL3od 🙂 /KL,2032678.0
2032679,@601074 Hey Andy! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL,2032680.0
2032688,"@601076 Hi there! Could you DM us your account's email address? Also, which country are you currently in? We'll check backstage /AU https://t.co/ldFdZRiNAt",2032689.0
2032690,@601077 Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,2032691.0
2032692,@601078 Hi there! Can you send us your account's email address or username via DM? We'll take a look backstage /GT https://t.co/ldFdZRiNAt,2032693.0
2032734,"@601087 Alright. Can you let us know the exact device, iOS, and Spotify versions you're running? Also, does this happen over 3G/4G as well? /LM",2032736.0
2032737,@601087 Gotcha. Could you try reinstalling the app using the steps here: https://t.co/EqisDMwZAT? /LM,2032735.0
2032738,"@601087 Hey Richard, help's here! Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest /DB",2032739.0
2032804,@370299 Hey Kirsty! Can you DM us the username and email address linked to your husband's account? We'd be glad to lend a hand /JX https://t.co/ldFdZRiNAt,2032805.0
2032813,@600934 Thanks for letting us know! We'd suggest making sure you're opted in to email notifications at https://t.co/uznw2Ttx8I. Hope this helps /LP,2032814.0
2032815,@601110 Hey Ellice! We're sorry you feel that way. We've just sent you a bit more info over DM. We'll carry on helping out there /CP,2032816.0
2033061,"@601170 Hey Felipe! Just to confirm, are you opening the link in your mobile app, desktop app, or web player? We'll see what we can suggest /JP",2033062.0
2033070,"@318986 Hey Bri! We're afraid there's no way to change the address on an account once it's created. Any other questions, give us a shout /TF",2033071.0
2033092,@601178 Hey Shelly! Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt,2033093.0
2033108,"@601181 Hey there, help's here! Could you DM us your account's username and email address? We'll take a look backstage /DQ https://t.co/ldFdZRiNAt",2033109.0
2033367,@601078 We hope you don't mind if we reply in English. Glad to hear it's working. Just let us know if we can help with anything else /NQ,2032694.0
2033368,"@601246 Hey! Fingers crossed they'll be available in Canada soon, but there's info on Spotify content here: https://t.co/MEjmIRL2eB /RH",2033369.0
2033370,@601247 2: Both offer great deals that might interest you. Hope this helps /RB,1649305.0
2033371,@601247 1: Hi! We've got the student discount at https://t.co/PS8Iw4CrWL and Premium for Family at https://t.co/t1cBTq225C,1649305.0
2033372,@459932 No worries. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /NQ,2033373.0
2033374,"@601248 We're afraid we don't have any info to share on this, but we’ll have it available to you as soon as it’s available to us 🙂 /CH",2033375.0
2033889,@323636 Hey! The cavalry's here. Can you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,2033890.0
2033891,@601382 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,2033892.0
2033893,@601383 Hey Adam! We've just sent a DM your way. Let's carry on chatting there /AN,2033894.0
2033895,@601384 Hey Scott! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ,2033896.0
2033915,"@601390 Hey, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",2033916.0
2033917,"@601391 Hey Ellen! Glad to hear everything's sorted. If you ever need us again, give us a shout. We'd be... https://t.co/LgAM6ky9Vv /AN",2033918.0
2034236,"@601467 Hey, sorry to hear you feel that way. We have more info about this at https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /JE",2034237.0
2034249,"@601472 Hey Aditya! We're afraid we don't have any info on this right now, but we'll let the right team know it's something you'd like to see /JE",2034250.0
2034279,"@520105 Hey Martin, let's try turning your frown upside down! Could you DM us your account's email or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt",2034281.0
2034282,"@520105 Got it. Just to check, is everything all good now on your end? /GK",2034280.0
2034284,@520105 Great! Glad to hear it's all good. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /GK,2034283.0
2034303,"@601487 Hey Michele, help's here! Can you send us a screenshot of the error message? Also, can you DM us your account's email address? /SJ https://t.co/ldFdZRiNAt",2034304.0
2034358,@346335 Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /GU,2034359.0
2034374,"@601513 Hi there. Sometimes content becomes unavailable due to licensing. More info at https://t.co/YlV1IAXwsi. Any questions, just shout /LM",2034375.0
2034642,@601547 Hi Christopher! Sorry to hear about this. Can you let us know what OS and Spotify versions you're using? We'll see what we can do /HR,2034643.0
1742004,@525489 2: how that charge appears on your bank statement? Make sure the complete 16 digits of your card isn't visible. We'll take a look /NJ https://t.co/ldFdZRiNAt,1742003.0
2034891,@601610 Hey Sachin! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /GU,2034892.0
2035006,"@601647 Hey Toni, that's not cool! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",2035007.0
2035019,"@601648 Hey Jason, sorry to hear that. Can you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt",2035020.0
2035023,"@601650 Hey, that doesn't sound right. Can you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt",2035024.0
2035025,"@601651 Hey Jess, help's here! Can you send over your account's username or email address via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",2035026.0
2035033,@601653 Hi! Sounds like a good idea. Show your support at https://t.co/GEp7udRjdU. Let our devs know it's something you'd like to see 😉 /GT,2035034.0
2035108,@601681 @117153 Hi! We hope you don't mind if we reply to you in English. We've just sent you a bit more info over DM. We'll carry on helping out there /JM,2035109.0
2035116,@601683 Hi Josh! Check out the official idea and add your vote to let our devs know it's something you'd like to see at https://t.co/SEK4E4gi22 /NH,2035118.0
2035216,"@601703 We don't have any info from our devs on this right now, stay tuned! If you ever need anything, just shout and we'll come running 🏃 /JX",2035217.0
2035220,@423385 Hey! We’d recommend reaching out to your distributor/aggregator. They'll work with our team to make sure your artist page gets fixed up /MS,2035223.0
2035224,@423385 We'll keep our fingers crossed for you! Rest assured that we'll look into it right away once your distributor contacts us 🙂 /MS,2035221.0
2035226,@423385 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /CP,2035225.0
2035229,"@601704 Hey Mary, that's not cool! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",2035230.0
2035247,"@601706 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt",2035249.0
2035252,"@268813 Hey there, that's not cool! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",2035253.0
2035254,"@601708 Hi! The concert is happening despite it not showing up in that tab. If you're a top listener, you should be emailed for pre-sale tickets /CB",2035256.0
2035257,@601708 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /KM,2035255.0
2035264,"@601711 Hey! You can only find that using the desktop app. Check this out for more info: https://t.co/RT7XNMNEAr. Any questions, let us know /MC",2035266.0
2035267,@601711 You're welcome. https://t.co/m4HWSbgHVZ 💚 /KC,2035265.0
2035288,"@601719 Hi there! We'll help out, don't worry. Can you DM us the email address you used when you created the account? We'll check on this /GN https://t.co/ldFdZRiNAt",2035289.0
2035323,@513302 Hi there. We're sorry to hear that. We suggest checking the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF /LM,2035324.0
2035331,@601733 Hi there! We'd like to know what's going on. Can you DM us your username or email address? We'll take a look under the hood /NH https://t.co/ldFdZRiNAt,2035332.0
2035502,"@601787 Hey Nicholas, great idea! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DQ",2035503.0
2035544,"@601799 Hey Aaron, help's here! Could you DM us your account's username and email address? We'll take a look backstage /DQ https://t.co/ldFdZRiNAt",2035545.0
2035546,"@601800 Hey Remy, that's not cool! Can you DM us your account's email address and username? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",2035547.0
2035555,@251456 Hey there! Pre-sale codes are being sent out by email to some of dvsn's biggest fans on Spotify. Hopefully you're one of them /JX,2035558.0
2035559,"@251456 Awesome, we're glad to hear that! We hope you https://t.co/VbygItSgUZ 🤘 /JX",2035557.0
2035567,@601805 Hi! Can you DM us the usernames or email addresses for your account and the users you're trying to invite? We'll take a look backstage /DN https://t.co/ldFdZRiNAt,2035568.0
2035593,@601815 Hi there! That doesn't sound good. Can you DM us your account's username or email address? We'll take a look under the hood /DN https://t.co/ldFdZRiNAt,2035595.0
2035613,"@601821 Hey Matt. Your feedback matters! No worries, you can always use the format spotify:user:(who created the playlist):playlist:(playlist) /MS",2035614.0
2035674,@318328 Hey there! Daily Mix serves up unique mixes based on aspects of your music taste. You’ll mainly hear tunes you already love /PB,2035676.0
2035677,"@318328 Just to check, are all your Daily Mixes not updating? If so, can you DM us your account's email address or username? We'll take a look /PB",2035675.0
2035781,@601867 Hey there! Pre-sale codes are being sent out by email to some of dvsn's biggest fans on Spotify. Hopefully you're one of them 😁 /DQ,2035782.0
2035858,"@601898 Hey Angel, help's here! Could you DM us your account's username and email address? We'll see what we can suggest /DQ https://t.co/ldFdZRiNAt",2035859.0
2035504,"@601787 Hi there, we've passed on your great idea! Also we want to hook you up with a special gift for being awesome. DM us to say hi 🙂 /DQ https://t.co/ldFdZRiNAt",2035503.0
2035952,@499200 You rock! Thanks for the kind words. We want to send you over a little gift / surprise for being awesome. DM us and we’ll hook you up /DQ https://t.co/ldFdZRiNAt,2035953.0
2035954,@601925 Hi there! Help's here. Can you DM us your account's email address or username? We'll see what we can suggest /PB https://t.co/ldFdZRiNAt,2035955.0
2035976,@601931 Hey there! Can you send us your account's email address or username via DM? We'll take a look backstage /JE https://t.co/ldFdZRiNAt,2035978.0
2035979,"@601931 Awesome! Thanks for keeping us in the loop. If there's anything we can help with, just drop us a tweet. https://t.co/uEkAlnxbzn 😁 /JE",2035977.0
2036005,@601936 Hey Burak! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,2036006.0
2036007,"@206469 Hey, that's not cool! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",2036008.0
2036024,"@599728 We're afraid that's not possible right now. We'd suggest saving your tunes so you won't miss out. If there's anything else, let us know /AU",2036025.0
2036094,"@601963 Hey Isaiah, help's here! Could you DM us your account's username and email address? We'll take a look backstage /DQ https://t.co/ldFdZRiNAt",2036095.0
2036099,@601964 Hey John! Help's here. Can you DM us your account's username or email address? We'll take a look under the hood /CP https://t.co/ldFdZRiNAt,2036100.0
2036132,"@601977 Hey Peter, help's here! Can you DM us your account's email address or username? We'll see what we can suggest /RH https://t.co/ldFdZRiNAt",2036133.0
2036135,"@601978 Hey Greg, we're here to help! Could you DM us your account's email address? We'll take a look backstage for you /BX https://t.co/ldFdZRiNAt",2036136.0
2036164,@601988 Hey there! We’d recommend suggesting your idea in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf /AN,2036165.0
2036167,"@601990 Hey Ashley, help's here! Can you DM us your account's username and email address? We'll do some digging 🔍 /TR https://t.co/ldFdZRiNAt",2036168.0
2036187,@602001 Hey there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /DQ,2036188.0
2036200,@602006 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,2036201.0
1705684,"@516982 1: Hey! NUS is currently unavailable as a discount option. We’re afraid that we don’t have any more info to share about this, but...",1705683.0
1706420,"@376154 1: Apologies for the confusion! Discover Weekly brings you two hours of custom-made music recommendations, tailored specifically...",1706419.0
2036290,"@602031 Hi Yosh. Don't worry, help's here. Can you tell us exactly what's going on? We'll see what we can suggest /JU https://t.co/ldFdZRiNAt",2036292.0
